Message,preprocess_message,Label
Lo peor que puede existir es decepcionar a alguien que quieres,lo peor que puede existir es decepcionar a alguien que quieres ,-1
"@user jajajaja este es un plato del restauran de mi casa, cuando quieras tienes tu descuento familiar",  jajajaja este es un plato del restauran de mi casa  cuando quieras tienes tu descuento familiar ,0
Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el ,1
"Me voy a las 6 a Madrid y me esperan 6 horitas en un autobus, seguramnete lleno de gente, porque mi suerte funciona así",me voy a las 6 a madrid y me esperan 6 horitas en un autobus  seguramnete lleno de gente  porque mi suerte funciona así ,-1
Por qué un partido a las 10 a.m.,por qué un partido a las 10 a.m  ,0
¡Ya tenemos ganadora! Felicidades @user Nos hablamos por mensaje. ¡Gracias a todos por participar!, ya tenemos ganadora  felicidades   nos hablamos por mensaje   gracias a todos por participar  ,1
@user no seas malo con él,  no seas malo con él ,-1
El huevin respectivo debido al feriado...vao a meter una caminata mas sus chelitas para al menos ver que hay abierto en la calle.,el huevin respectivo debido al feriado  vao a meter una caminata mas sus chelitas para al menos ver que hay abierto en la calle  ,0
"Por cosas así, estoy segura de que tomé una muy buena decisión",por cosas así  estoy segura de que tomé una muy buena decisión ,1
"NUNCA dejen el Snapchat abierto en el celular de la mamá, creo hoy duermo en la calle",nunca dejen el snapchat abierto en el celular de la mamá  creo hoy duermo en la calle ,-1
@user para mí no son feas  hay feas y bonitas    te salvas de arder en el infierno por hetero,  para mí no son feas   hay feas y bonitas     te salvas de arder en el infierno por hetero ,0
"@user siempre habrá algo amiga, pero con el tiempo lo superas y pierden importancia",  siempre habrá algo amiga  pero con el tiempo lo superas y pierden importancia ,1
@user y que el mae no sea tan desastroso como aparentó durante la campaña. Hope is all we have left,  y que el mae no sea tan desastroso como aparentó durante la campaña  hope is all we have left ,-1
El sábado se casa Adriel y eso me hace sentir super vieja maee cuando ibamos a pueblo viejo x olafos saliamos fuck off y yo era la niñera,el sábado se casa adriel y eso me hace sentir super vieja maee cuando ibamos a pueblo viejo x olafos saliamos fuck off y yo era la niñera ,0
Amanecí lleno de la comilona anoche en el #BNOpenHouse ...pero siempre hay campo para más . A desayunar,amanecí lleno de la comilona anoche en el   pero siempre hay campo para más  a desayunar ,1
"#Windows10 qué mal me caes... @user Para abrir cualquier navegador o aplicación es tan lento, torpe e ineficiente que da pavor", qué mal me caes    para abrir cualquier navegador o aplicación es tan lento  torpe e ineficiente que da pavor ,-1
"No es feriado el 26 de dic ni el 2 de enero, entonces mremod fútbol sábado y domingo",no es feriado el 26 de dic ni el 2 de enero  entonces mremod fútbol sábado y domingo ,0
"@user @user @user Gracias, lo único que me hace feliz es escuchar música, adivinar y ganar",      gracias  lo único que me hace feliz es escuchar música  adivinar y ganar ,1
Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir,como cuando estás súper triste y pones un playlist de camila y ha ash  los de la agencia se van a deprimir ,-1
Digo yo que tengo mala memoria y mi vecino se ha tatuado el nombre de su mujer,digo yo que tengo mala memoria y mi vecino se ha tatuado el nombre de su mujer ,0
@user @user cuando lo veo siempre le digo que en Twitter gusta a muchos!  Ojalá accederia porque para Dani sería muy bueno,    cuando lo veo siempre le digo que en twitter gusta a muchos    ojalá accederia porque para dani sería muy bueno ,1
Primera vez que David cena en mi casa y quiebra un vaso.,primera vez que david cena en mi casa y quiebra un vaso  ,-1
@user me siento triste amiga,  me siento triste amiga ,0
"@user claro que sí, París merece mil visitas",  claro que sí  parís merece mil visitas ,1
"No vuelvo a New York, esa pea fue muy maldita y mi chaqueta",no vuelvo a new york  esa pea fue muy maldita y mi chaqueta ,-1
@user yo quería que me dieran la bcr así,  yo quería que me dieran la bcr así ,0
"El puente mas bonito de la constitución este año en Alicante 12,13 y 14 @user en directo y allí estaré","el puente mas bonito de la constitución este año en alicante 12,13 y 14   en directo y allí estaré ",1
"11.46PM y tengo hambre, mejor me acuesto ya por que la panadería está cerrada",11.46pm y tengo hambre  mejor me acuesto ya por que la panadería está cerrada ,-1
@user poco pero intenso  estoy por pirarme un día a sevilla con el Mario,  poco pero intenso   estoy por pirarme un día a sevilla con el mario ,0
@user @user Un lapsus advertido gracias a @user y subsanado. Gracias por tu aportación.,    un lapsus advertido gracias a   y subsanado  gracias por tu aportación  ,1
@user no lo consigo  ayudame porfi que es super importante,  no lo consigo   ayudame porfi que es super importante ,-1
@user No se si están editados.,  no se si están editados  ,0
@user Correcto! Es pura arte. Mejor no lo pudiste describir. Felicidades!!! Bendiciones!,  correcto  es pura arte  mejor no lo pudiste describir  felicidades    bendiciones  ,1
"@user @user Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!",    por desgracia vende más    riñas  trifulcas  peleas  al cuello   mátalo   ,-1
@user Lo mejor para el es que salga del Club Zidane no le da la Oportunidad de Jugar! A mi no me gusta que este en la Banca.,  lo mejor para el es que salga del club zidane no le da la oportunidad de jugar  a mi no me gusta que este en la banca  ,0
@user es la feria de mi tierra  Solo espero que sea un éxito y ser un gran anfitrión,  es la feria de mi tierra   solo espero que sea un éxito y ser un gran anfitrión ,1
"No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @user",no  no  ya no te quiero  me declaro soltera a partir de ahora  me has hecho daño     ,-1
"@user hombre!  Yo siempre y con la gente que me cae bien claro, con los que me caen mal ni agua  Muacc",  hombre    yo siempre y con la gente que me cae bien claro  con los que me caen mal ni agua   muacc ,0
Plan perfecto para terminar el fin de semana. @user - @user. Después @user - @user,plan perfecto para terminar el fin de semana        después      ,1
@user ya ya pero aún así no me convenció,  ya ya pero aún así no me convenció ,-1
Vine a mi casa porque mis papás dicen que los tengo abandonados y me chantajearon con comida pero hoy iba para la playa en la noche,vine a mi casa porque mis papás dicen que los tengo abandonados y me chantajearon con comida pero hoy iba para la playa en la noche ,0
Hoy recibí una buena noticia y llevo saltando de la emoción como 30 minutos.,hoy recibí una buena noticia y llevo saltando de la emoción como 30 minutos  ,1
"Mar Negro q se haya caído un avión lleno de músicos, médicos q enviaron para alegrar a la gente en Siria me deja +segura q no existe dios",mar negro q se haya caído un avión lleno de músicos  médicos q enviaron para alegrar a la gente en siria me deja + segura q no existe dios ,-1
@user las etiquetas son necesarias. Lxs locxs molamos. Si no quieres etiquetas no molas  LOOOOCAAAA jajajajaj,  las etiquetas son necesarias  lxs locxs molamos  si no quieres etiquetas no molas   loooocaaaa jajajajaj ,0
"¡Venga va! A ver si consigo la versión física, que vista en tienda parece magnífica  @user  #DinastíaDelDienteDeLeón", venga va  a ver si consigo la versión física  que vista en tienda parece magnífica        ,1
¿por qué os empeñáis en que no soy española?, por qué os empeñáis en que no soy española  ,-1
"Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?",amiguitos  yo siempre hablo  escribo de la misma forma  soy bastante cariñoso  no te estoy gileando  ni quiero algo contigo  sí  ,0
"Me vengo dando cuenta que sí... el gordo navideño y yo siempre sí... regalo de santa, por despistada? marchamo y regalos pagados #gracias",me vengo dando cuenta que sí  el gordo navideño y yo siempre sí  regalo de santa  por despistada  marchamo y regalos pagados  ,1
Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento,hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,-1
"@user @user El tuit va acompañado de una foto que quiere decir lo contrario, SÍ es sarcasmo",    el tuit va acompañado de una foto que quiere decir lo contrario  sí es sarcasmo ,0
"@user ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",  ay tan lindo amigo   gracias  espero que jueguen con rencor  porque se hacen imparables cuando están resentidos ,1
Tan triste mi vida que me hablan en Snapchat solo para decirme que mis animales son lindos,tan triste mi vida que me hablan en snapchat solo para decirme que mis animales son lindos ,-1
"A recuperar la resistencia física, hola Viernes sangriento!!!",a recuperar la resistencia física  hola viernes sangriento    ,0
@user siiiiii tío  el viernes te invito a una litro jurao,  siiiiii tío   el viernes te invito a una litro jurao ,1
@user jajaja ya ves teneis algo encontra mia  espero que la proxima vez sea de vuestro equipo 😂,  jajaja ya ves teneis algo encontra mia   espero que la proxima vez sea de vuestro equipo 😂 ,-1
@user Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,  y suuuuper diferente a sus trabajos anteriores  tengo que comprarlo tho porque no esta disponible en apple music ,0
#DiaDelVideojuegoHC por todas esas grandes tardes que nos hacen pasar y las que pasaran!, por todas esas grandes tardes que nos hacen pasar y las que pasaran  ,1
@user Ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible,  ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible ,-1
@user Feliz Año Bella! Las mejores vibras,  feliz año bella  las mejores vibras ,0
@user esa vidilla universitaria que tiene lo hace muy especial y que bien se come cerquita de los canales  #SaltaconHolanda,  esa vidilla universitaria que tiene lo hace muy especial y que bien se come cerquita de los canales    ,1
@user pero es muy trillado,  pero es muy trillado ,-1
@user tenía pensado cuando me quitase este ponerme unos de kpop  a la siguiente contigo lindo,  tenía pensado cuando me quitase este ponerme unos de kpop   a la siguiente contigo lindo ,0
"Acabo de comprobar en Linkedin  si eras mi antiguo alumno, tengo un gran recuerdo @user  Te deseo lo mejor @user",acabo de comprobar en linkedin   si eras mi antiguo alumno  tengo un gran recuerdo     te deseo lo mejor   ,1
Me he puesto nervioso por la función de mañana. Y si me da una laguna mental??? Mierda ahora no puedo dejar de pensar en eso,me he puesto nervioso por la función de mañana  y si me da una laguna mental    mierda ahora no puedo dejar de pensar en eso ,-1
@user @user Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,    ufff  hay una discusión enorme sobre esto  la clínica mayo dejó de hacerlas por años por los resultados ,0
"No se cuantas veces la abre escuchado, pero no me canso de hacerlo y es que suena tan bien juntos @user  http",no se cuantas veces la abre escuchado  pero no me canso de hacerlo y es que suena tan bien juntos     http ,1
"@user hoy me he gastado 90 euros en LEGOs, así que los maletines van regular",  hoy me he gastado 90 euros en legos  así que los maletines van regular ,-1
"@user llévame a tu casa, la otra vez blastoise y hoy dragonite",  llévame a tu casa  la otra vez blastoise y hoy dragonite ,0
@user retiro mi calificativo ofensivo hacia @user Su gesto de hoy me ha parecido valiente...  contamos con todos.,  retiro mi calificativo ofensivo hacia   su gesto de hoy me ha parecido valiente    contamos con todos  ,1
Hay algunos shojos de comedia romántica que me gustaría que se centraran un poco más en lo romántico,hay algunos shojos de comedia romántica que me gustaría que se centraran un poco más en lo romántico ,-1
Yo ya estoy con gripe y ni me he mojado,yo ya estoy con gripe y ni me he mojado ,0
@user el pueblo crema está feliz con lo de Vento!,  el pueblo crema está feliz con lo de vento  ,1
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo,hoy ha sido ver a un perro muerto en el anden izdo  de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,-1
@user @user A mi Movistar me llama para preguntarme si estoy satisfecho con mi servicio y si hay algo que puede hacer por mi,    a mi movistar me llama para preguntarme si estoy satisfecho con mi servicio y si hay algo que puede hacer por mi ,0
